,link_id,x_vector,y_vector
61,61,"[1.0, 1.3475220302573243, 1.4159210704530063, 1.4620488076295635, 1.4847900115438635, 1.477931170014037, 1.5035882558139104, 1.4991645536934763, 1.5063773333463757, 1.49334079719127, 1.504066546372748, 1.5057618679554334, 1.504663600191812, 1.5120835885161776, 1.5124282077287239, 1.508813616111197, 1.5179037040933065, 1.5178033256060024, 1.5267574433831985, 1.5080514675895753, 1.5246772844745848, 1.5059027880312346, 1.5292583210480712, 1.5129707311477116, 1.5230441244133988]","[4.74, 5.1066666666666665, 5.096, 5.24, 5.146666666666667, 5.118181818181817, 5.241538461538462, 5.26, 5.150588235294118, 5.174736842105264, 5.16857142857143, 5.081739130434782, 5.145599999999999, 5.2296296296296285, 5.209655172413794, 5.184516129032258, 5.136969696969697, 5.153142857142857, 5.29891891891892, 5.182051282051283, 5.193170731707316, 5.112558139534883, 5.20311111111111, 5.23744680851064, 5.239999999999998]"
62,62,"[1.0, 2.2630694637275206, 3.0797420693946704, 3.583173855042209, 4.07677383604346, 4.384949923097909, 4.599705726146204, 4.897736445901874, 5.237105473220287, 5.2860892059747835, 5.565845912184596, 5.61157955445116, 5.837998476223446, 6.08983973863902, 6.159086145274831, 6.350415030140713, 6.4974920680157435, 6.449099986911736, 6.514780527414713, 6.7764639382064935, 6.76930924584607, 6.934742343645423, 7.150835832435646, 6.999025080729393, 7.215693202732905]","[13.9, 14.18666666666667, 14.855999999999996, 14.974285714285708, 15.44222222222222, 15.365454545454547, 15.561538461538461, 15.545333333333328, 15.748235294117649, 15.911578947368413, 16.03904761904762, 15.84, 16.195200000000003, 16.479999999999997, 16.798620689655166, 16.839999999999996, 16.761212121212125, 16.86857142857143, 16.617837837837843, 16.947692307692307, 17.113658536585366, 17.178604651162797, 17.623555555555548, 17.232765957446805, 17.799183673469393]"
63,63,"[1.0, 1.7205390818331994, 2.2223736637915263, 2.543362427139025, 2.7959922376582966, 2.9467544781846113, 3.297586904362426, 3.432743154603035, 3.4748529617925055, 3.5407525758010348, 3.475305986440839, 3.6269662921587456, 3.623285158439014, 3.868933150958099, 3.8425739620613975, 3.993695079346058, 4.010158381353779, 4.113653975784009, 3.9759184579837767, 4.132018661630493, 4.100841127739869, 4.079721879934194, 4.220028648505881, 4.240867320991805, 4.047137018987986]","[7.0, 7.533333333333336, 7.543999999999996, 7.72, 7.86, 8.374545454545457, 8.612307692307693, 9.237333333333332, 8.902352941176469, 9.241052631578949, 8.740952380952383, 9.15478260869565, 9.1, 9.479259259259258, 9.371724137931032, 9.710967741935486, 9.644848484848485, 9.85142857142857, 9.315675675675678, 9.76051282051282, 9.709756097560973, 9.429767441860466, 9.864888888888888, 9.931489361702127, 9.202448979591836]"
64,64,"[1.0, 1.844685673803321, 2.2407354923587053, 2.4361494114615936, 2.8394428952495243, 3.108356670919938, 3.017812749264848, 3.3581861050866104, 3.5352773334060346, 3.4283801936759017, 3.6226231024506887, 3.5064904342305927, 3.6284393566750834, 3.7993509569444854, 3.742384071837451, 3.860783691934103, 3.9899405884499064, 3.8284649844088547, 3.949732061830382, 4.014748769552255, 4.12023417542305, 4.227796371716689, 4.1062560897653375, 4.200728823816003, 4.2105783070182845]","[6.94, 7.3599999999999985, 7.983999999999998, 7.837142857142859, 8.328888888888889, 8.659999999999998, 8.495384615384614, 8.752000000000004, 9.303529411764707, 9.059999999999999, 9.24380952380952, 8.973043478260868, 8.970399999999998, 9.12222222222222, 9.124827586206898, 9.241290322580646, 9.672727272727272, 9.211428571428574, 9.44054054054054, 9.573846153846153, 9.919512195121953, 9.835348837209304, 9.696888888888886, 9.724680851063829, 9.682040816326529]"
65,65,"[1.0, 1.9266353336206268, 2.375873813047006, 2.6859292482136397, 2.9638590160832416, 3.1479913665662953, 3.5296529962402703, 3.459122984115237, 3.5597362789568274, 3.7433185541887064, 3.954743214870534, 3.9268682599555107, 3.950252462380728, 4.151910885209737, 4.169839840854373, 4.109239360689962, 4.30368161628463, 4.404988923993014, 4.351897962861726, 4.268562052938387, 4.272596823051701, 4.265703112418012, 4.4726962799874235, 4.417969160009689, 4.434234160740688]","[7.76, 8.286666666666665, 8.956000000000001, 8.988571428571428, 9.14, 8.994545454545454, 10.103076923076923, 9.431999999999999, 9.594117647058823, 10.154736842105262, 10.26952380952381, 10.210434782608697, 10.076799999999999, 10.256296296296298, 10.391034482758618, 10.278709677419355, 10.516363636363636, 10.430857142857144, 10.732972972972973, 10.415384615384614, 10.442926829268295, 10.23348837209302, 10.478222222222223, 10.166382978723401, 10.40571428571429]"
66,66,"[1.0, 2.035401218062982, 2.539072362862455, 3.0386800110734153, 3.43366595267511, 3.6017718791329902, 3.746427909385342, 4.098431662899443, 4.065020750896797, 4.339132628418549, 4.313707936929856, 4.315437257412371, 4.297918040879856, 4.573370700189692, 4.590677866989516, 4.628116329903759, 4.7255364610747215, 4.649087542275482, 4.782723372565436, 4.872107837668953, 5.070206658780094, 4.871296246498807, 4.940891550418149, 4.875896688674357, 4.856446763121101]","[7.9, 8.493333333333334, 8.467999999999998, 9.245714285714287, 9.49777777777778, 9.743636363636364, 9.843076923076922, 10.584000000000001, 9.903529411764707, 10.656842105263156, 10.471428571428566, 10.154782608695651, 10.254399999999999, 10.737777777777776, 11.087586206896551, 10.681935483870967, 10.86363636363636, 10.844000000000001, 11.033513513513517, 11.257435897435899, 11.453658536585365, 10.888372093023257, 11.279111111111114, 10.977446808510638, 11.003673469387754]"
67,67,"[1.0, 2.171988063917059, 3.0963821452141036, 3.3926373905219105, 3.8169024131099967, 4.0437183032519295, 4.206133783839445, 4.437314643195903, 4.557596445743176, 4.774285335094099, 4.873834313943434, 4.925253809202528, 5.152387871817589, 5.065769740848437, 5.042192654038135, 5.288329572198976, 5.26213658550942, 5.38293710679799, 5.342357975177901, 5.405734092715977, 5.415050418425634, 5.52478393156677, 5.520617988562466, 5.601773082144288, 5.55966649322315]","[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]"
68,68,"[1.0, 2.3293569160993113, 3.2219436222524127, 3.8479490795922064, 4.441774730099968, 4.886431531047302, 5.353875879552533, 5.714186372164131, 5.772806052434955, 5.9563942051962115, 6.105613516504136, 6.473421599377473, 6.828675411233617, 7.046276094009276, 7.045844945768888, 7.691660063239798, 7.571565585316352, 7.49305217979861, 7.832904824980558, 7.8304611741754275, 7.498299118206212, 8.018431598256752, 7.93848439886217, 7.889879786729718, 8.567548418647485]","[13.96, 14.56, 14.911999999999999, 14.877142857142855, 15.47555555555556, 15.90727272727273, 16.552307692307693, 16.514666666666667, 16.32588235294118, 16.726315789473684, 17.151428571428575, 16.82260869565218, 17.608799999999995, 18.091111111111115, 18.059310344827583, 18.947741935483872, 18.593939393939394, 18.363999999999997, 18.669729729729738, 18.745641025641024, 17.4809756097561, 18.74976744186046, 18.438222222222215, 18.247659574468084, 19.920408163265307]"
69,69,"[1.0, 2.25, 3.016666666666667, 3.505, 3.8842857142857157, 4.155833333333334, 4.386666666666669, 4.597684210526316, 4.704545454545452, 4.88231884057971, 4.983630769230768, 5.103095238095235, 5.118597701149425, 5.209102150537633, 5.306293449197863, 5.394555555555557, 5.456834992887626, 5.396692307692307, 5.558581568837667, 5.552759562237724, 5.612028985507246, 5.671491288930002, 5.709329772760167, 5.7900582202111615, 5.723873568779231]","[6.0, 6.0, 6.02, 6.008571428571429, 6.042222222222222, 6.036363636363636, 6.052307692307693, 6.097333333333333, 6.052941176470589, 6.133684210526315, 6.1295238095238105, 6.1599999999999975, 6.0992, 6.123703703703703, 6.148965517241379, 6.194193548387096, 6.213939393939394, 6.1234285714285726, 6.221621621621624, 6.195897435897438, 6.246341463414634, 6.238139534883722, 6.280000000000001, 6.335319148936172, 6.235510204081634]"
70,70,"[1.0, 2.25, 3.0, 3.5, 3.8806593406593426, 4.13625, 4.367581699346408, 4.572684210526315, 4.698095238095235, 4.825144927536232, 4.935538461538458, 5.090449735449732, 5.093090311986864, 5.164193548387097, 5.26009135472371, 5.414359477124182, 5.429987355776832, 5.514690283400811, 5.605075493612077, 5.537910500352361, 5.633125123836955, 5.705739284613011, 5.754452453321756, 5.762191664358053, 5.752570679618406]","[6.0, 6.0, 6.0, 6.0, 6.026666666666666, 6.0163636363636375, 6.040000000000001, 6.083999999999999, 6.044705882352941, 6.084210526315789, 6.085714285714285, 6.1408695652173915, 6.0816, 6.096296296296296, 6.116551724137931, 6.22258064516129, 6.197575757575757, 6.234285714285715, 6.290270270270271, 6.188717948717949, 6.2492682926829275, 6.308837209302324, 6.3195555555555565, 6.293191489361703, 6.259183673469388]"
71,71,"[1.0, 1.8379835130469804, 2.4535382604144487, 2.692378215386862, 2.9448460483984884, 3.2037647562432072, 3.401679632902497, 3.6640208440811084, 3.8239268116957987, 3.840262062577217, 3.8186678687527564, 3.9646828617088, 3.8195202151041134, 4.119136996948327, 4.190108513742252, 4.160026216982614, 4.1800578072279775, 4.29824108775708, 4.368523403361708, 4.422443149948948, 4.345649616647252, 4.533794178360447, 4.457101455597113, 4.346791002078022, 4.513994138448944]","[8.06, 8.306666666666665, 8.595999999999998, 9.06857142857143, 9.146666666666668, 9.049090909090912, 9.46923076923077, 9.993333333333332, 9.941176470588234, 10.13263157894737, 9.964761904761906, 10.224347826086957, 9.7248, 10.553333333333336, 10.487586206896555, 10.45483870967742, 10.331515151515152, 10.668571428571429, 10.669729729729731, 10.458974358974357, 10.41365853658537, 10.66697674418605, 10.476, 10.342978723404256, 10.464897959183677]"
72,72,"[1.0, 2.191634232721357, 2.9135248654849937, 3.5941362019723413, 4.144104639229179, 4.2941714993535465, 4.741565916298293, 4.934060609276375, 5.185577524650127, 5.423425410974086, 5.4758724203277565, 5.72431043724894, 5.875185773303465, 6.12940060750086, 6.011690333619473, 6.102617044585693, 6.419722773272423, 6.586172457924532, 6.668374745553447, 6.932648992540419, 6.967427411509009, 6.741034869841923, 7.183684607499975, 7.242504309345115, 7.164064153097937]","[13.68, 14.133333333333328, 14.560000000000002, 14.991428571428571, 15.46222222222222, 15.16363636363636, 15.552307692307695, 15.59866666666667, 15.863529411764707, 15.563157894736847, 15.71714285714286, 16.07217391304348, 16.544, 16.491111111111113, 16.037931034482757, 15.993548387096771, 17.03393939393939, 17.112571428571435, 17.360540540540534, 17.46358974358975, 17.310243902439023, 16.99023255813954, 17.795111111111108, 18.19872340425532, 17.513061224489796]"
73,73,"[1.0, 2.530314956732293, 3.6419951485477715, 4.611849875626185, 5.429262888641498, 6.127710527820411, 6.874945487733861, 7.59871211421314, 8.232041747722269, 8.718753697200556, 9.17657522084181, 9.796861688859858, 10.544309630770478, 11.15627044001423, 11.620745381588092, 12.090456234165599, 12.890244739483412, 12.824835108846521, 13.508279528465101, 13.971482999937946, 14.536159092968173, 15.363789332079755, 15.397144602608012, 16.125807421132464, 16.76229235398042]","[13.6, 14.640000000000002, 15.912, 16.55428571428571, 18.011111111111106, 18.900000000000002, 20.060000000000006, 20.868, 21.778823529411767, 21.762105263157892, 22.514285714285716, 23.363478260869567, 24.991199999999996, 26.49925925925926, 27.2503448275862, 27.600645161290323, 29.852727272727275, 28.909714285714276, 30.059459459459458, 30.521025641025645, 31.698536585365854, 33.75116279069768, 32.884444444444455, 34.96808510638298, 35.64122448979592]"
74,74,"[1.0, 2.5742857142857134, 3.75875, 4.669999999999996, 5.407684210526318, 6.0458008658008655, 6.544528985507246, 6.981723076923076, 7.337142857142854, 7.6925977011494275, 7.956471774193549, 8.261087344028523, 8.449666666666664, 8.654452347083932, 8.86285897435897, 9.022724738675954, 9.220209403000103, 9.35045410628019, 9.466985044711686, 9.688544897959185, 9.835306787330317, 9.828779086864543, 9.947208754208757, 10.087538067128811, 10.179017441323946]","[12.0, 12.013333333333332, 12.028000000000002, 12.008571428571429, 12.004444444444443, 12.08, 12.040000000000003, 12.062666666666665, 12.057647058823532, 12.07894736842105, 12.1, 12.136521739130433, 12.1184, 12.120740740740741, 12.173793103448274, 12.163870967741936, 12.212121212121213, 12.202285714285717, 12.182162162162161, 12.309230769230771, 12.278048780487804, 12.198604651162789, 12.257333333333332, 12.290212765957447, 12.328163265306125]"
75,75,"[1.0, 1.7964928843086736, 2.199873081480969, 2.468460550956612, 2.745993574035202, 3.017539745188373, 2.983981671074178, 3.169623337407913, 3.5065932034063314, 3.308527298663943, 3.5940745585212217, 3.8136271159329955, 3.691841550115526, 3.8475687702340067, 3.8328395434014415, 3.852146908932063, 3.8501553527016648, 4.0452248550841805, 4.063091230695124, 4.1803529984703065, 4.155135422522946, 4.182561551460486, 4.257106983613414, 4.384502899243777, 4.35561704591828]","[6.78, 7.25333333333333, 7.5920000000000005, 7.762857142857144, 8.033333333333333, 8.676363636363636, 8.329230769230769, 8.757333333333335, 8.987058823529411, 8.561052631578947, 9.170476190476188, 9.52086956521739, 8.978399999999999, 9.273333333333333, 9.173103448275864, 9.236774193548385, 9.176363636363636, 9.680571428571428, 9.51783783783784, 9.884615384615385, 9.705365853658536, 9.740465116279067, 9.985777777777777, 10.321702127659574, 9.862857142857145]"
76,76,"[1.0, 2.141614505721317, 2.726104097212734, 3.3591114476002506, 3.8283248726009074, 3.999409542057847, 4.227644990634921, 4.558817888462098, 4.809061010211927, 4.865687768627887, 5.233848667730092, 5.356670411435018, 5.280651919039066, 5.299861190805204, 5.486836681475167, 5.798701473293451, 5.747768948313417, 6.139838720328161, 5.975251348017215, 6.125571889603929, 6.379119221070291, 5.923127602422548, 6.01344342702306, 6.4673680041413215, 6.499783408361881]","[12.0, 12.26, 12.636000000000001, 12.888571428571431, 13.2, 13.290909090909095, 13.492307692307692, 13.831999999999999, 14.005882352941173, 13.965263157894737, 14.639999999999995, 14.590434782608698, 14.1896, 13.809629629629633, 14.368275862068968, 14.73419354838709, 15.012121212121215, 15.526857142857148, 15.011351351351347, 15.24769230769231, 15.589756097560974, 14.90139534883721, 14.645333333333337, 15.76936170212766, 15.756734693877558]"
77,77,"[1.0, 2.1967263359223446, 2.934524384180972, 3.6387042206372104, 4.081609261213918, 4.369072219154678, 4.623470884624809, 4.895008866669856, 5.278678291488119, 5.362779044253444, 5.461538444742965, 5.976128649611627, 6.086609200476684, 6.3012671581614805, 6.376449380633457, 6.718446144245681, 6.653257506054428, 7.014665696862201, 6.942147835926831, 7.03871611356131, 6.973963487993424, 7.255945025032974, 7.694608079724926, 7.467384210075263, 7.6744360014416575]","[13.74, 14.32, 14.556000000000006, 15.085714285714287, 15.097777777777779, 15.383636363636365, 15.56923076923077, 15.604, 16.196470588235293, 16.257894736842108, 16.107619047619043, 16.998260869565215, 17.407200000000003, 17.480740740740742, 17.193103448275867, 17.820645161290322, 17.88121212121212, 18.47371428571428, 17.77027027027027, 18.16307692307693, 17.663414634146335, 18.586511627906976, 19.645333333333326, 18.63021276595745, 19.107755102040812]"
78,78,"[1.0, 1.904848679098679, 2.2599198561953044, 2.5606219077567722, 2.7305747824697493, 2.9602975807238567, 3.21940623784711, 3.201015331351487, 3.248783905893364, 3.5533434146531198, 3.6489791400736498, 3.7631722160533996, 3.661073375920816, 3.7395836119629458, 3.8450661825020336, 3.9834049856316107, 3.877551586773086, 3.898224545288556, 4.088669568995266, 4.143655972224284, 4.054697538611134, 4.211197904048632, 4.070716229640413, 4.149745397694915, 4.1935978541520225]","[6.8, 7.219999999999999, 7.968, 8.051428571428572, 7.973333333333333, 8.316363636363633, 8.77692307692308, 8.832, 8.623529411764705, 9.149473684210525, 9.186666666666666, 9.430434782608694, 8.952800000000002, 9.486666666666668, 9.355862068965514, 9.60258064516129, 9.35757575757576, 9.583428571428573, 9.614054054054055, 9.837435897435896, 9.632195121951218, 9.926976744186046, 9.515111111111114, 9.802127659574468, 9.763265306122449]"
79,79,"[1.0, 1.7459404027345207, 2.117616652312405, 2.6033529162605884, 2.841744685635437, 3.015181129290145, 3.0333741076639336, 3.20804909077369, 3.523403186527413, 3.6221525334517555, 3.7179931570248512, 3.5662222468046134, 3.738198614581176, 3.8198449498588105, 4.228478436415954, 4.1427108933338355, 4.099611794716805, 4.005352026518335, 4.045252314680038, 4.3403726892220575, 4.250740316906355, 4.250088898127892, 4.2339425240902715, 4.440320041097266, 4.332199822984188]","[7.0, 7.3199999999999985, 7.176000000000001, 7.974285714285716, 8.09111111111111, 8.410909090909092, 8.384615384615383, 8.656, 9.199999999999998, 9.214736842105262, 9.686666666666662, 9.330434782608695, 9.687199999999997, 9.560740740740739, 10.457241379310345, 10.330322580645163, 9.907272727272728, 9.80685714285714, 9.897297297297298, 10.118974358974361, 10.08439024390244, 10.147906976744185, 10.00488888888889, 10.525957446808512, 10.228571428571431]"
80,80,"[1.0, 1.7259760043877688, 2.0416529325223762, 2.4236870173685956, 2.440929181366251, 2.5270256024496667, 2.627419048363976, 2.789955650636799, 2.763775316601743, 2.8362280646565, 2.889028743361334, 3.028927389121991, 3.0183755570300974, 2.954292105564316, 3.036993125414058, 3.0703314374935666, 3.0860792379422355, 3.0882681145217594, 3.035982308223165, 3.1077948631051378, 3.0370329191415433, 3.087968608351906, 3.1840363021545453, 3.0979470140181866, 3.109768754486967]","[5.72, 6.179999999999999, 6.5280000000000005, 7.054285714285714, 6.959999999999999, 6.936363636363637, 6.9569230769230765, 7.439999999999998, 7.011764705882351, 7.36315789473684, 7.135238095238094, 7.684347826086956, 7.421599999999999, 7.253333333333334, 7.3296551724137915, 7.64774193548387, 7.375757575757579, 7.614857142857143, 7.397297297297297, 7.634871794871794, 7.268780487804877, 7.433953488372094, 7.732888888888888, 7.393617021276596, 7.422857142857143]"
81,81,"[1.0, 1.81672701533073, 2.156741819460658, 2.40784036535211, 2.426542769120174, 2.5714649453066443, 2.7306111736135517, 2.661197441890079, 2.8676418337733725, 3.028476637317743, 3.179055827996459, 2.9679087684035834, 3.0304098804293034, 3.0418422170581887, 3.1615632604441015, 3.0392434566069495, 3.031223657284856, 3.2691757642914467, 3.085956137845289, 3.1307196018149797, 3.2149812867923853, 3.229954218210904, 3.2386761545857508, 3.305742885259184, 3.3628404851143356]","[6.76, 7.2666666666666675, 7.523999999999998, 8.02, 7.711111111111112, 7.654545454545455, 7.958461538461536, 7.683999999999998, 7.977647058823529, 8.285263157894738, 8.63142857142857, 8.197391304347827, 8.2072, 8.327407407407408, 8.39310344827586, 8.188387096774195, 8.209090909090909, 8.503428571428573, 8.336756756756754, 8.260000000000002, 8.519024390243903, 8.551627906976746, 8.45777777777778, 8.484680851063828, 8.62938775510204]"
82,82,"[1.0, 2.0192546690495603, 2.674803626904227, 3.0002742006747036, 3.4518908767461283, 3.7361596094357945, 4.025931256383188, 3.957094234023316, 4.175891233556534, 4.564502822148421, 4.538908379453862, 4.5420718937513485, 4.998553801143582, 4.969277346796625, 5.132982300632759, 4.8998163757157585, 5.018686421729083, 5.344510115079219, 5.298401151298768, 5.378609767496634, 5.559683202069007, 5.395254375580062, 5.489532293616233, 5.822581487537349, 5.751589256760337]","[9.84, 9.979999999999997, 10.48, 10.868571428571428, 11.135555555555554, 11.712727272727268, 11.82923076923077, 11.493333333333334, 11.92117647058824, 12.305263157894736, 12.088571428571427, 12.210434782608695, 12.888800000000003, 12.675555555555555, 12.642068965517245, 12.39741935483871, 12.627878787878787, 12.887999999999998, 13.10324324324324, 12.919487179487184, 13.473170731707315, 13.039534883720926, 13.080444444444442, 13.744255319148941, 13.497551020408165]"
83,83,"[1.0, 1.437222222222222, 1.6485056659027248, 1.6699906268168347, 1.7589861704275893, 1.8003338964148057, 1.7963512748706578, 1.8060330922299281, 1.8379261502387236, 1.878112862501162, 1.8759967372951352, 1.8842033421662263, 1.8950902167466936, 1.8974873742235097, 1.89270190240895, 1.9123404426908712, 1.9181008689646104, 1.9449892252328365, 1.894903449437638, 1.944060964323202, 1.9588935093167743, 1.9546869383732801, 1.937363966920281, 1.9663565278575337, 1.9225839904743223]","[3.68, 4.499999999999999, 4.5840000000000005, 4.394285714285715, 4.602222222222221, 4.65090909090909, 4.580000000000001, 4.681333333333334, 4.570588235294117, 4.752631578947369, 4.64, 4.68608695652174, 4.72, 4.719259259259258, 4.672413793103448, 4.74774193548387, 4.747272727272727, 4.6988571428571415, 4.581621621621621, 4.821025641025641, 4.8707317073170735, 4.705581395348839, 4.740444444444444, 4.874893617021276, 4.676734693877552]"
84,84,"[1.0, 2.0820846909884057, 2.7403255109826654, 3.1315390772021368, 3.5220765242181526, 3.8443811429959833, 4.068994230930653, 4.32286277283095, 4.539905779150845, 4.599665569314425, 4.850820040660791, 4.920270377417084, 4.983426482043696, 5.194819321431607, 5.156477448745438, 5.373260058525086, 5.376612161921924, 5.330496370742004, 5.459207380663954, 5.856392258570363, 6.105368378723539, 5.887652051930709, 6.005067332374183, 5.97841237357094, 6.13379699678382]","[10.78, 11.226666666666665, 11.411999999999999, 11.574285714285713, 12.075555555555557, 12.690909090909093, 12.610769230769233, 12.94933333333333, 12.940000000000005, 12.879999999999997, 13.59142857142857, 12.97565217391304, 13.205600000000006, 13.317777777777774, 13.092413793103447, 13.640000000000008, 13.59090909090909, 13.326285714285714, 13.47621621621622, 14.08358974358974, 14.65560975609756, 14.243255813953489, 14.284444444444446, 14.26595744680851, 14.701632653061228]"
85,85,"[1.0, 1.9509224699449155, 2.445196230044615, 2.8483581341899136, 3.2302164553411523, 3.3428533031263252, 3.5153131420920665, 3.6803021122522206, 3.8633184764470614, 4.054178897347941, 4.105175846020815, 4.22122324277403, 4.354486243178243, 4.436462102715338, 4.382771727142909, 4.769446960410183, 4.904516520773022, 4.744519905484663, 4.967978587664518, 4.973528673821661, 5.273960005028153, 4.977186668582649, 5.037158812785991, 5.141095180812488, 5.264573167030421]","[8.82, 8.866666666666669, 9.376000000000003, 9.608571428571429, 10.375555555555557, 10.309090909090907, 10.396923076923077, 10.350666666666665, 10.847058823529412, 10.742105263157896, 10.944761904761904, 11.004347826086954, 11.115200000000002, 11.372592592592591, 11.110344827586207, 11.720645161290326, 12.085454545454542, 11.593142857142857, 12.04378378378378, 11.862564102564097, 12.571219512195121, 11.879999999999997, 12.289333333333333, 12.059148936170214, 12.502040816326534]"
86,86,"[1.0, 2.1125731817650655, 2.801958276095702, 3.1679850167034544, 3.598718570898123, 3.6785819282896184, 4.158242383844125, 4.361823864428168, 4.49405109889374, 4.681041574217745, 4.805460402864553, 4.948107587583448, 5.12341146570343, 5.302394938464764, 5.457269671474077, 5.719420095234364, 5.409611331609346, 5.682093093366921, 5.639693521017848, 5.8279614733458756, 5.747685267741393, 5.950311183981674, 6.021950837730942, 6.325738451627726, 6.101589975482138]","[10.7, 11.546666666666672, 11.995999999999999, 11.62, 11.982222222222225, 12.421818181818178, 12.387692307692312, 13.22666666666667, 12.783529411764707, 13.18, 13.189523809523813, 13.202608695652177, 13.719199999999999, 13.975555555555554, 14.015862068965516, 14.753548387096776, 13.574545454545454, 14.373714285714286, 13.993513513513516, 14.523589743589739, 14.045853658536586, 14.337209302325585, 14.540888888888894, 15.025106382978725, 14.697142857142858]"
87,87,"[1.0, 2.346541898420808, 3.2992944243540205, 4.023744244434682, 4.457138139501016, 5.008778269335395, 5.311812287104558, 5.628034722630904, 6.1774933696985626, 6.557916556936715, 6.633613332463509, 6.7426552611023, 7.261094919539853, 7.173318871251919, 7.545065577683111, 7.43643473625653, 7.59110943731019, 7.9851883511045765, 8.023407084907058, 8.249477521224048, 8.25976825668952, 8.796818990596808, 8.48703553980855, 9.145785882303368, 8.955447701508705]","[17.68, 18.313333333333333, 18.96, 19.0, 18.68888888888889, 19.221818181818183, 19.596923076923076, 19.910666666666668, 20.207058823529408, 20.975789473684213, 20.342857142857145, 20.28695652173913, 22.020000000000003, 20.990370370370364, 21.01655172413793, 20.6916129032258, 20.874545454545455, 21.567999999999998, 21.923243243243242, 22.061025641025644, 22.10097560975609, 23.131162790697672, 22.426666666666655, 23.594042553191485, 23.353061224489796]"
88,88,"[1.0, 2.3743379269496767, 3.1562701948736565, 3.8592095549161876, 4.44189626344218, 4.96784840128393, 5.3937728849806446, 5.472833007830708, 5.697457081923135, 6.115871781339849, 6.297800901116509, 6.615363187000688, 6.759291112961856, 6.793191474459561, 7.286307741337494, 7.18073526333405, 7.2109898217081145, 7.533742697734855, 7.708407717826949, 7.291127540279779, 7.840000350395413, 7.722270553211795, 8.071207030816835, 7.889047514012605, 8.26829800576086]","[17.32, 17.373333333333328, 17.512000000000004, 17.69714285714286, 17.979999999999997, 18.467272727272725, 18.609230769230766, 18.497333333333334, 18.87176470588236, 19.093684210526316, 19.04, 19.252173913043475, 19.516799999999996, 19.439259259259256, 20.066896551724138, 19.757419354838706, 19.917575757575758, 20.21485714285715, 20.18918918918919, 19.430769230769233, 20.271219512195124, 20.013488372093025, 20.54488888888889, 19.982553191489355, 20.527755102040818]"
89,89,"[1.0, 2.0796621230850336, 2.615517076299343, 3.095147509930484, 3.3280196483684947, 3.602156050429293, 3.7712493019842417, 3.757238066890224, 4.299450746449023, 4.370548643191924, 4.700560157322857, 4.8402755141666605, 5.08290288015684, 4.7482316487504646, 5.096942107749321, 5.123939987354492, 5.110105023392151, 5.492435370555546, 5.2032568099432455, 5.311108154234409, 5.397430905214773, 5.582380320139114, 5.456210713096802, 5.543948155335358, 5.430582324852378]","[10.0, 10.513333333333332, 11.172, 11.159999999999998, 10.824444444444447, 11.05090909090909, 11.227692307692307, 11.105333333333336, 12.068235294117647, 12.011578947368418, 12.487619047619043, 12.690434782608696, 13.0352, 12.149629629629628, 12.886206896551723, 12.850967741935488, 12.74545454545455, 13.66171428571429, 12.712432432432433, 12.76051282051282, 12.777073170731704, 13.283720930232562, 12.992444444444443, 13.168936170212762, 13.001224489795916]"
90,90,"[1.0, 2.2042444885561197, 2.9622526718780424, 3.6303233089146287, 4.110297639530771, 4.278713916898682, 4.7437559861079865, 4.9914732036898934, 5.079137674254253, 5.6279214729204945, 5.623523895285551, 5.785075311406777, 5.8925442947171165, 6.329926622631733, 6.2742699205618555, 6.339348677268356, 6.565014532868076, 6.7200137988205, 6.396279261920744, 6.665365586394103, 6.919594283611288, 6.953744010419408, 7.148617171158268, 6.859383900788446, 7.234040528043168]","[14.02, 14.180000000000005, 14.628, 14.768571428571429, 15.326666666666664, 15.156363636363638, 15.592307692307696, 15.938666666666666, 15.632941176470588, 16.442105263157895, 16.207619047619048, 16.32608695652174, 16.200800000000005, 16.98962962962963, 16.63241379310345, 16.703870967741935, 17.019393939393936, 17.552, 16.2, 16.908717948717946, 17.62878048780488, 17.200465116279073, 17.752888888888886, 17.02936170212766, 17.538775510204083]"
91,91,"[1.0, 2.2030631323328858, 2.9680662320896327, 3.580622756183561, 4.128328176214915, 4.425579495030258, 4.81031651639536, 4.896109694889624, 5.191836967968258, 5.439637984155164, 5.494621684301985, 5.8378515247887846, 5.974917436246251, 6.261269226955732, 6.44645199417646, 6.481034421948041, 6.615413288573166, 6.479683995455824, 6.906048904310707, 6.680776662352096, 6.860752903780983, 6.948438094382727, 6.998969619434693, 7.10329168491888, 6.929838096665342]","[13.84, 14.326666666666663, 14.491999999999996, 14.80857142857143, 15.311111111111114, 15.239999999999998, 15.970769230769235, 15.52266666666667, 15.529411764705888, 15.88421052631579, 16.018095238095242, 16.657391304347826, 16.227199999999996, 17.21555555555556, 17.46689655172414, 17.14709677419355, 17.10363636363636, 16.851428571428574, 17.908648648648647, 17.09282051282051, 17.10634146341464, 17.19348837209303, 17.417777777777783, 17.39531914893617, 16.865306122448978]"
